title,text,subject,date
Global Climate Summit 2023 Concludes with Historic Agreements,"NASA's Artemis II mission successfully launched, marking the first manned mission to the Moon in over 50 years.",economyNews,"February 01, 2022"
International Efforts to Combat Cybercrime Intensify in 2023,"The WHO has officially declared the COVID-19 pandemic over, citing low infection rates and widespread vaccination coverage.",healthNews,"September 19, 2022"
International Efforts to Combat Cybercrime Intensify in 2023,"The European Parliament has passed the AI Regulation Bill, aiming to create ethical standards for AI deployment across Europe.",healthNews,"April 12, 2023"
Global Climate Summit 2023 Concludes with Historic Agreements,The United Nations has issued a call to action for countries to reduce plastic waste and focus on recycling efforts.,worldNews,"December 26, 2022"
United Nations Calls for Global Action on Plastic Pollution,"After decades of conflict, a historic peace agreement has been reached between warring nations in the Middle East.",economyNews,"August 06, 2020"
Global Climate Summit 2023 Concludes with Historic Agreements,The United Nations has issued a call to action for countries to reduce plastic waste and focus on recycling efforts.,economyNews,"June 27, 2021"
International Efforts to Combat Cybercrime Intensify in 2023,"The European Parliament has passed the AI Regulation Bill, aiming to create ethical standards for AI deployment across Europe.",economyNews,"February 28, 2023"
Global Inflation Rates Show Signs of Slowing in 2023,"NASA's Artemis II mission successfully launched, marking the first manned mission to the Moon in over 50 years.",economyNews,"December 22, 2020"
NASA Successfully Launches Artemis II Mission to Moon,"International coalitions have intensified their efforts to combat rising cybercrime activities, introducing stricter regulations.",worldNews,"February 08, 2020"
Global Inflation Rates Show Signs of Slowing in 2023,"International coalitions have intensified their efforts to combat rising cybercrime activities, introducing stricter regulations.",techNews,"April 23, 2020"
Global Climate Summit 2023 Concludes with Historic Agreements,"NASA's Artemis II mission successfully launched, marking the first manned mission to the Moon in over 50 years.",techNews,"November 24, 2022"
Global Climate Summit 2023 Concludes with Historic Agreements,"The European Parliament has passed the AI Regulation Bill, aiming to create ethical standards for AI deployment across Europe.",healthNews,"June 14, 2022"
Historic Peace Agreement Reached in Middle East Conflict,"The WHO has officially declared the COVID-19 pandemic over, citing low infection rates and widespread vaccination coverage.",economyNews,"June 24, 2020"
Global Climate Summit 2023 Concludes with Historic Agreements,"The WHO has officially declared the COVID-19 pandemic over, citing low infection rates and widespread vaccination coverage.",healthNews,"December 24, 2022"
2023 Marks Record High for Space Exploration Achievements,"After decades of conflict, a historic peace agreement has been reached between warring nations in the Middle East.",healthNews,"June 18, 2022"
2023 Marks Record High for Space Exploration Achievements,"After decades of conflict, a historic peace agreement has been reached between warring nations in the Middle East.",healthNews,"October 27, 2021"
2023 Marks Record High for Space Exploration Achievements,"NASA's Artemis II mission successfully launched, marking the first manned mission to the Moon in over 50 years.",techNews,"March 26, 2021"
Historic Peace Agreement Reached in Middle East Conflict,The United Nations has issued a call to action for countries to reduce plastic waste and focus on recycling efforts.,scienceNews,"November 05, 2022"
Global Inflation Rates Show Signs of Slowing in 2023,"Inflation rates globally are showing signs of deceleration, with economists projecting a gradual return to pre-pandemic levels by 2025.",scienceNews,"January 19, 2023"
World Health Organization Declares End of COVID-19 Pandemic,"Scientists have announced a breakthrough in renewable energy, making solar power more efficient and affordable than ever.",economyNews,"September 26, 2023"
Historic Peace Agreement Reached in Middle East Conflict,"Scientists have announced a breakthrough in renewable energy, making solar power more efficient and affordable than ever.",techNews,"September 15, 2023"
Breakthrough in Renewable Energy Achieved in 2023,"Inflation rates globally are showing signs of deceleration, with economists projecting a gradual return to pre-pandemic levels by 2025.",worldNews,"November 18, 2020"
2023 Marks Record High for Space Exploration Achievements,"International coalitions have intensified their efforts to combat rising cybercrime activities, introducing stricter regulations.",techNews,"September 20, 2020"
Global Inflation Rates Show Signs of Slowing in 2023,"NASA's Artemis II mission successfully launched, marking the first manned mission to the Moon in over 50 years.",healthNews,"September 28, 2022"
NASA Successfully Launches Artemis II Mission to Moon,"NASA's Artemis II mission successfully launched, marking the first manned mission to the Moon in over 50 years.",healthNews,"November 20, 2021"
2023 Marks Record High for Space Exploration Achievements,"Scientists have announced a breakthrough in renewable energy, making solar power more efficient and affordable than ever.",techNews,"December 25, 2021"
Global Inflation Rates Show Signs of Slowing in 2023,"NASA's Artemis II mission successfully launched, marking the first manned mission to the Moon in over 50 years.",economyNews,"January 10, 2023"
World Health Organization Declares End of COVID-19 Pandemic,"Space exploration in 2023 has reached new heights, with multiple missions to the Moon, Mars, and beyond.",scienceNews,"November 05, 2023"
Global Climate Summit 2023 Concludes with Historic Agreements,"The WHO has officially declared the COVID-19 pandemic over, citing low infection rates and widespread vaccination coverage.",scienceNews,"May 10, 2021"
International Efforts to Combat Cybercrime Intensify in 2023,"Inflation rates globally are showing signs of deceleration, with economists projecting a gradual return to pre-pandemic levels by 2025.",worldNews,"June 26, 2022"
NASA Successfully Launches Artemis II Mission to Moon,The United Nations has issued a call to action for countries to reduce plastic waste and focus on recycling efforts.,healthNews,"March 08, 2020"
Historic Peace Agreement Reached in Middle East Conflict,"Inflation rates globally are showing signs of deceleration, with economists projecting a gradual return to pre-pandemic levels by 2025.",economyNews,"July 12, 2021"
Breakthrough in Renewable Energy Achieved in 2023,"Scientists have announced a breakthrough in renewable energy, making solar power more efficient and affordable than ever.",economyNews,"June 18, 2023"
NASA Successfully Launches Artemis II Mission to Moon,"Space exploration in 2023 has reached new heights, with multiple missions to the Moon, Mars, and beyond.",economyNews,"June 17, 2023"
United Nations Calls for Global Action on Plastic Pollution,"NASA's Artemis II mission successfully launched, marking the first manned mission to the Moon in over 50 years.",techNews,"August 11, 2022"
International Efforts to Combat Cybercrime Intensify in 2023,"Inflation rates globally are showing signs of deceleration, with economists projecting a gradual return to pre-pandemic levels by 2025.",techNews,"August 06, 2022"
Historic Peace Agreement Reached in Middle East Conflict,"Space exploration in 2023 has reached new heights, with multiple missions to the Moon, Mars, and beyond.",techNews,"March 14, 2022"
Global Inflation Rates Show Signs of Slowing in 2023,"Space exploration in 2023 has reached new heights, with multiple missions to the Moon, Mars, and beyond.",scienceNews,"January 12, 2023"
